state_code,state_name,district_code,district_name,total_households,total_population,total_population_male,total_population_female,total_population_SC,total_population_male_SC,total_population_female_SC,total_population_ST,total_population_male_ST,total_population_female_ST,area_hectare,govt_pre_primary_school_UKG,pvt_pre_primary_school_UKG,govt_primary_school,pvt_primary_school,govt_middle_school,pvt_middle_school,govt_secondary_school,pvt_secondary_school,govt_senior_secondary_school,pvt_senior_secondary_school,govt_art_science_degree_college,pvt_art_science_degree_college,govt_engineering_college,pvt_engineering_college,govt_medicine_college,pvt_medicine_college,govt_management_college,pvt_management_college,govt_polytechnic_college,pvt_polytechnic_college,govt_vocational_ITI_training,pvt_vocational_ITI_training,govt_non_formal_training_centre,pvt_non_formal_training_centre,govt_disabled_school,pvt_disabled_school,govt_other_education,pvt_other_education
28.0,ANDHRA PRADESH,546.0,West Godavari,877207.0,3128189.0,1567013.0,1561176.0,710703.0,355154.0,355549.0,99659.0,48661.0,50998.0,685211.0,0.0,312.0,2657.0,514.0,689.0,259.0,419.0,157.0,47.0,63.0,27.0,31.0,5.0,13.0,1.0,1.0,1.0,6.0,3.0,4.0,9.0,21.0,38.0,0.0,0.0,0.0,0.0,0.0
28.0,ANDHRA PRADESH,547.0,Krishna,753922.0,2673738.0,1343534.0,1330204.0,665621.0,333803.0,331818.0,93915.0,47291.0,46624.0,801625.0,0.0,49.0,2448.0,356.0,838.0,162.0,338.0,145.0,49.0,58.0,17.0,28.0,0.0,15.0,0.0,0.0,0.0,4.0,4.0,3.0,5.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0
28.0,ANDHRA PRADESH,548.0,Guntur,877464.0,3235075.0,1621491.0,1613584.0,740117.0,370856.0,369261.0,190905.0,96911.0,93994.0,974408.0,0.0,77.0,2603.0,359.0,712.0,193.0,381.0,115.0,34.0,29.0,8.0,12.0,1.0,27.0,0.0,0.0,3.0,16.0,1.0,2.0,2.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0
28.0,ANDHRA PRADESH,549.0,Prakasam,691813.0,2732866.0,1382641.0,1350225.0,698090.0,352889.0,345201.0,124386.0,63386.0,61000.0,1334771.0,0.0,144.0,2977.0,253.0,777.0,197.0,382.0,168.0,55.0,29.0,8.0,17.0,0.0,10.0,0.0,0.0,3.0,14.0,2.0,5.0,3.0,13.0,17.0,0.0,0.0,1.0,0.0,0.0
28.0,ANDHRA PRADESH,550.0,Sri Potti Sriramulu Nellore,567120.0,2105927.0,1060810.0,1045117.0,544770.0,272522.0,272248.0,240972.0,122388.0,118584.0,1163331.0,0.0,98.0,3020.0,196.0,824.0,132.0,335.0,110.0,42.0,53.0,8.0,21.0,0.0,17.0,0.0,0.0,0.0,6.0,0.0,0.0,3.0,3.0,78.0,2.0,0.0,0.0,0.0,0.0
28.0,ANDHRA PRADESH,551.0,Y.S.R.,477712.0,1903337.0,959693.0,943644.0,355350.0,177589.0,177761.0,58181.0,29754.0,28427.0,1160283.0,0.0,145.0,3031.0,160.0,622.0,135.0,318.0,126.0,50.0,25.0,16.0,8.0,1.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28.0,ANDHRA PRADESH,552.0,Kurnool,639120.0,2904177.0,1464569.0,1439608.0,569045.0,287498.0,281547.0,64735.0,32573.0,32162.0,1427369.0,0.0,71.0,1950.0,199.0,771.0,125.0,343.0,98.0,53.0,25.0,10.0,11.0,0.0,7.0,0.0,0.0,0.0,4.0,1.0,0.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
28.0,ANDHRA PRADESH,553.0,Anantapur,700366.0,2935437.0,1489157.0,1446280.0,475929.0,239604.0,236325.0,126362.0,64563.0,61799.0,1751339.0,0.0,208.0,3168.0,296.0,908.0,131.0,377.0,101.0,48.0,36.0,4.0,8.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,52.0,1.0,0.0,0.0,1.0,0.0,0.0
28.0,ANDHRA PRADESH,554.0,Chittoor,737322.0,2942678.0,1474052.0,1468626.0,647424.0,321941.0,325483.0,128753.0,64879.0,63874.0,1131347.0,0.0,138.0,4732.0,326.0,1058.0,222.0,546.0,153.0,64.0,50.0,9.0,23.0,1.0,19.0,0.0,0.0,1.0,19.0,2.0,1.0,6.0,3.0,53.0,0.0,5.0,0.0,0.0,0.0
29.0,KARNATAKA,555.0,Belgaum,719233.0,3568466.0,1811094.0,1757372.0,448375.0,225418.0,222957.0,253876.0,127133.0,126743.0,1297541.7200000023,497.0,280.0,2644.0,411.0,1687.0,289.0,516.0,255.0,100.0,117.0,31.0,42.0,1.0,0.0,0.0,1.0,2.0,3.0,5.0,9.0,11.0,36.0,15.0,5.0,2.0,4.0,5.0,10.0
29.0,KARNATAKA,556.0,Bagalkot ,242690.0,1291906.0,650267.0,641639.0,238014.0,118054.0,119960.0,80820.0,40322.0,40498.0,640759.3400000003,50.0,160.0,1002.0,134.0,663.0,73.0,184.0,34.0,26.0,17.0,10.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,7.0,15.0,44.0,9.0,4.0,1.0,4.0,4.0
29.0,KARNATAKA,557.0,Bijapur,309751.0,1675353.0,857562.0,817791.0,364088.0,186568.0,177520.0,31644.0,16124.0,15520.0,1026965.9599999993,112.0,138.0,1652.0,216.0,1012.0,120.0,256.0,50.0,30.0,49.0,3.0,24.0,0.0,1.0,0.0,0.0,0.0,3.0,8.0,4.0,5.0,36.0,7.0,4.0,1.0,1.0,40.0,14.0
29.0,KARNATAKA,558.0,Bidar,239979.0,1277348.0,651250.0,626098.0,330419.0,168884.0,161535.0,214759.0,109197.0,105562.0,533854.3699999999,136.0,117.0,1175.0,189.0,739.0,131.0,189.0,53.0,24.0,27.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,2.0,7.0,4.0,3.0,0.0,2.0,5.0,8.0
29.0,KARNATAKA,559.0,Raichur,267585.0,1438464.0,717972.0,720492.0,313581.0,156829.0,156752.0,334023.0,165593.0,168430.0,829975.2100000004,135.0,63.0,1195.0,171.0,761.0,98.0,179.0,55.0,33.0,20.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,7.0,0.0,0.0,0.0,1.0,23.0,4.0
29.0,KARNATAKA,560.0,Koppal,217748.0,1156216.0,582958.0,573258.0,222935.0,111858.0,111077.0,152563.0,76987.0,75576.0,552713.97,96.0,111.0,1303.0,156.0,850.0,97.0,217.0,37.0,29.0,45.0,2.0,21.0,0.0,0.0,0.0,0.0,1.0,12.0,3.0,7.0,6.0,20.0,3.0,11.0,2.0,8.0,12.0,9.0
29.0,KARNATAKA,561.0,Gadag,139782.0,685261.0,347585.0,337676.0,127515.0,64485.0,63030.0,50637.0,25558.0,25079.0,439287.37000000005,50.0,73.0,489.0,35.0,352.0,26.0,116.0,11.0,21.0,16.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,4.0,4.0,0.0,0.0,1.0,1.0,0.0
29.0,KARNATAKA,562.0,Dharwad,160674.0,797484.0,409416.0,388068.0,71387.0,36366.0,35021.0,50089.0,25586.0,24503.0,399002.63000000024,18.0,98.0,537.0,39.0,402.0,32.0,125.0,17.0,27.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0
29.0,KARNATAKA,563.0,Uttara Kannada,228887.0,1018188.0,514910.0,503278.0,78859.0,39392.0,39467.0,27949.0,13976.0,13973.0,985150.9599999995,48.0,51.0,1885.0,68.0,887.0,53.0,200.0,36.0,47.0,8.0,4.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,4.0,5.0,34.0,1.0,1.0,1.0,11.0,9.0
29.0,KARNATAKA,564.0,Haveri,257195.0,1242167.0,638450.0,603717.0,188161.0,96191.0,91970.0,126249.0,64580.0,61669.0,470265.7699999999,27.0,104.0,1092.0,85.0,688.0,65.0,224.0,29.0,37.0,14.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,12.0,0.0,0.0,0.0,0.0,8.0,8.0
29.0,KARNATAKA,565.0,Bellary,295258.0,1532356.0,774093.0,758263.0,366016.0,183550.0,182466.0,334131.0,167653.0,166478.0,803031.9099999998,84.0,152.0,1017.0,185.0,637.0,116.0,164.0,93.0,35.0,14.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,9.0,16.0,7.0,0.0,0.0,2.0,2.0,2.0
29.0,KARNATAKA,566.0,Chitradurga,283669.0,1329923.0,675573.0,654350.0,333571.0,169160.0,164411.0,266526.0,135209.0,131317.0,817274.8600000006,262.0,98.0,1461.0,87.0,804.0,60.0,173.0,99.0,80.0,11.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,14.0,0.0,4.0,0.0,1.0,0.0,0.0
29.0,KARNATAKA,567.0,Davanagere,275421.0,1316487.0,668267.0,648220.0,315926.0,159704.0,156222.0,191754.0,96936.0,94818.0,574707.7000000009,203.0,130.0,1248.0,191.0,730.0,138.0,206.0,95.0,46.0,20.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,5.0,16.0,2.0,2.0,0.0,1.0,1.0,0.0
29.0,KARNATAKA,568.0,Shimoga,259456.0,1129026.0,565821.0,563205.0,225316.0,112674.0,112642.0,49963.0,25045.0,24918.0,809377.2700000005,497.0,140.0,1698.0,80.0,839.0,80.0,229.0,39.0,46.0,16.0,8.0,5.0,0.0,0.0,0.0,0.0,2.0,5.0,4.0,1.0,13.0,15.0,10.0,3.0,0.0,0.0,48.0,15.0
29.0,KARNATAKA,569.0,Udupi,177529.0,843300.0,398847.0,444453.0,55996.0,27453.0,28543.0,41596.0,20630.0,20966.0,331396.37000000005,3.0,52.0,717.0,62.0,474.0,65.0,128.0,64.0,46.0,21.0,9.0,6.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,7.0,0.0,2.0,0.0,4.0,11.0,13.0
29.0,KARNATAKA,570.0,Chikmagalur,205997.0,845692.0,420753.0,424939.0,206422.0,101768.0,104654.0,39067.0,19089.0,19978.0,663350.180000001,109.0,66.0,1289.0,98.0,692.0,69.0,157.0,87.0,36.0,22.0,14.0,9.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,8.0,9.0,1.0,0.0,2.0,1.0,2.0,0.0
29.0,KARNATAKA,571.0,Tumkur,497521.0,2079902.0,1048710.0,1031192.0,429957.0,215949.0,214008.0,180024.0,90558.0,89466.0,1047750.89,123.0,133.0,3347.0,124.0,1424.0,142.0,495.0,75.0,155.0,12.0,5.0,6.0,0.0,0.0,0.0,1.0,4.0,5.0,1.0,3.0,6.0,15.0,15.0,1.0,1.0,0.0,230.0,1.0
29.0,KARNATAKA,572.0,Bangalore,213207.0,871607.0,464256.0,407351.0,199870.0,101739.0,98131.0,28415.0,14940.0,13475.0,140146.10999999993,167.0,114.0,589.0,207.0,264.0,154.0,59.0,89.0,13.0,70.0,3.0,18.0,0.0,1.0,0.0,0.0,2.0,15.0,0.0,14.0,0.0,6.0,3.0,2.0,1.0,4.0,0.0,1.0
29.0,KARNATAKA,573.0,Mandya,355271.0,1497407.0,751243.0,746164.0,221943.0,110241.0,111702.0,17361.0,8814.0,8547.0,490370.12999999954,372.0,206.0,1580.0,150.0,854.0,132.0,264.0,83.0,124.0,28.0,18.0,15.0,0.0,1.0,0.0,1.0,4.0,5.0,5.0,9.0,22.0,15.0,26.0,5.0,2.0,3.0,0.0,0.0
29.0,KARNATAKA,574.0,Hassan,341634.0,1399658.0,695583.0,704075.0,298013.0,146830.0,151183.0,27896.0,13779.0,14117.0,676623.2999999996,492.0,102.0,2253.0,152.0,1019.0,105.0,287.0,92.0,88.0,24.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,6.0,12.0,1.0,0.0,1.0,0.0,0.0,1.0
29.0,KARNATAKA,575.0,Dakshina Kannada,225243.0,1093563.0,541484.0,552079.0,102737.0,51082.0,51655.0,65844.0,32782.0,33062.0,424614.11,83.0,90.0,730.0,130.0,518.0,105.0,128.0,75.0,49.0,34.0,15.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,5.0,3.0,1.0,0.0,1.0,1.0,2.0
29.0,KARNATAKA,576.0,Kodagu,121989.0,473531.0,234161.0,239370.0,64618.0,31359.0,33259.0,56298.0,27643.0,28655.0,406652.0100000002,11.0,64.0,459.0,75.0,314.0,71.0,115.0,58.0,24.0,13.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,2.0,2.0,2.0
29.0,KARNATAKA,577.0,Mysore,406952.0,1755714.0,887500.0,868214.0,380388.0,191232.0,189156.0,257081.0,128281.0,128800.0,611370.41,92.0,117.0,1700.0,158.0,943.0,116.0,236.0,74.0,68.0,41.0,13.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,10.0,7.0,4.0,0.0,0.0,3.0,20.0,0.0
29.0,KARNATAKA,578.0,Chamarajanagar,204137.0,845817.0,424884.0,420933.0,221650.0,111886.0,109764.0,96434.0,47749.0,48685.0,567148.05,104.0,83.0,833.0,463.0,624.0,142.0,135.0,80.0,22.0,8.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,10.0,2.0,0.0,0.0,4.0,0.0
29.0,KARNATAKA,579.0,Gulbarga,312880.0,1730775.0,877144.0,853631.0,489697.0,249515.0,240182.0,50074.0,25232.0,24842.0,1065682.4000000008,222.0,76.0,1640.0,215.0,1000.0,114.0,284.0,98.0,61.0,9.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,23.0,0.0,3.0,0.0,1.0,0.0,0.0
29.0,KARNATAKA,580.0,Yadgir,162187.0,953594.0,479078.0,474516.0,241721.0,121312.0,120409.0,128724.0,64574.0,64150.0,512447.31000000023,104.0,15.0,808.0,70.0,423.0,30.0,101.0,9.0,13.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,6.0,1.0,0.0,0.0,5.0,12.0,0.0
29.0,KARNATAKA,581.0,Kolar,227058.0,1056328.0,535431.0,520897.0,327424.0,164018.0,163406.0,72143.0,36448.0,35695.0,386556.64000000077,219.0,131.0,1701.0,195.0,617.0,114.0,139.0,70.0,42.0,33.0,6.0,5.0,0.0,0.0,0.0,0.0,2.0,12.0,1.0,3.0,7.0,15.0,8.0,7.0,1.0,5.0,2.0,2.0
29.0,KARNATAKA,582.0,Chikkaballapura,220987.0,973985.0,494463.0,479522.0,272891.0,137654.0,135237.0,139201.0,70304.0,68897.0,420667.41999999963,240.0,70.0,1426.0,139.0,538.0,92.0,115.0,66.0,21.0,18.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,8.0,0.0,1.0,1.0,0.0,0.0,1.0
29.0,KARNATAKA,583.0,Bangalore Rural,164814.0,722179.0,371369.0,350810.0,181501.0,91184.0,90317.0,44412.0,22809.0,21603.0,222297.0300000001,215.0,77.0,1098.0,94.0,477.0,76.0,115.0,50.0,23.0,23.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,31.0,5.0,2.0,0.0,0.0,50.0,7.0
29.0,KARNATAKA,584.0,Ramanagara,199673.0,814877.0,412438.0,402439.0,164788.0,83140.0,81648.0,19163.0,9693.0,9470.0,353746.23999999993,128.0,59.0,1309.0,91.0,498.0,73.0,157.0,59.0,34.0,18.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,6.0,6.0,1.0,0.0,1.0,3.0,5.0,0.0
30.0,GOA,585.0,North Goa,74704.0,324927.0,163908.0,161019.0,7843.0,3837.0,4006.0,27694.0,13600.0,14094.0,125651.53,145.0,73.0,363.0,49.0,60.0,60.0,33.0,62.0,0.0,12.0,1.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,5.0,1.0,0.0,1.0,0.0,0.0
30.0,GOA,586.0,South Goa,53504.0,226804.0,111528.0,115276.0,1618.0,797.0,821.0,59945.0,29663.0,30282.0,166698.56999999998,87.0,53.0,256.0,35.0,32.0,44.0,21.0,42.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
31.0,LAKSHADWEEP,587.0,Lakshadweep,2710.0,14141.0,7243.0,6898.0,0.0,0.0,0.0,13463.0,6752.0,6711.0,771.28,6.0,2.0,17.0,0.0,5.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0
32.0,KERALA,588.0,Kasaragod,169240.0,798328.0,387716.0,410612.0,34522.0,17207.0,17315.0,46094.0,22674.0,23420.0,167113.0,9.0,142.0,218.0,136.0,131.0,75.0,71.0,42.0,47.0,17.0,3.0,15.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,8.0,2.0,3.0,1.0,0.0,10.0,3.0,1.0
32.0,KERALA,589.0,Kannur,202229.0,882017.0,425682.0,456335.0,23562.0,11505.0,12057.0,36302.0,17699.0,18603.0,196362.0,5.0,114.0,185.0,174.0,97.0,88.0,36.0,39.0,27.0,17.0,2.0,18.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,8.0,2.0,2.0,5.0,6.0,4.0,3.0
32.0,KERALA,590.0,Wayanad,183375.0,785840.0,386283.0,399557.0,30378.0,15281.0,15097.0,148215.0,73011.0,75204.0,208573.0,3.0,103.0,198.0,102.0,93.0,51.0,53.0,29.0,40.0,16.0,3.0,11.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,4.0,4.0,2.0,2.0,0.0,9.0,9.0,6.0
32.0,KERALA,591.0,Kozhikode,235703.0,1013721.0,484784.0,528937.0,75490.0,37017.0,38473.0,9555.0,4700.0,4855.0,139461.0,6.0,125.0,202.0,155.0,82.0,82.0,31.0,42.0,19.0,29.0,3.0,16.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,5.0,5.0,1.0,3.0,4.0,2.0,0.0
32.0,KERALA,592.0,Malappuram,448037.0,2295709.0,1095308.0,1200401.0,192270.0,94367.0,97903.0,18247.0,8927.0,9320.0,262353.0,6.0,266.0,434.0,277.0,169.0,145.0,75.0,81.0,58.0,40.0,3.0,33.0,2.0,2.0,0.0,2.0,1.0,2.0,1.0,0.0,8.0,9.0,6.0,3.0,2.0,9.0,1.0,6.0
32.0,KERALA,593.0,Palakkad,482285.0,2133124.0,1031466.0,1101658.0,322951.0,157892.0,165059.0,47023.0,23317.0,23706.0,407611.0,14.0,243.0,431.0,282.0,177.0,126.0,79.0,60.0,55.0,42.0,5.0,15.0,1.0,6.0,0.0,4.0,2.0,2.0,2.0,0.0,11.0,8.0,8.0,2.0,1.0,4.0,2.0,3.0
32.0,KERALA,594.0,Thrissur,250877.0,1024794.0,488303.0,536491.0,121839.0,58615.0,63224.0,5859.0,2718.0,3141.0,185758.0,13.0,108.0,185.0,102.0,112.0,62.0,50.0,34.0,35.0,18.0,3.0,4.0,0.0,7.0,1.0,0.0,2.0,8.0,3.0,0.0,6.0,4.0,1.0,1.0,1.0,3.0,0.0,1.0
32.0,KERALA,595.0,Ernakulam,259915.0,1048025.0,518510.0,529515.0,102403.0,50258.0,52145.0,8324.0,4225.0,4099.0,190845.0,4.0,135.0,205.0,171.0,125.0,103.0,61.0,82.0,39.0,41.0,3.0,11.0,1.0,8.0,1.0,2.0,2.0,7.0,4.0,0.0,13.0,3.0,3.0,0.0,4.0,10.0,1.0,4.0
32.0,KERALA,596.0,Idukki ,267208.0,1056929.0,527245.0,529684.0,143340.0,71354.0,71986.0,55243.0,27735.0,27508.0,462174.0,6.0,167.0,174.0,244.0,104.0,135.0,70.0,89.0,42.0,40.0,5.0,13.0,3.0,3.0,0.0,1.0,1.0,6.0,5.0,0.0,12.0,9.0,5.0,3.0,2.0,5.0,4.0,3.0
32.0,KERALA,597.0,Kottayam,346899.0,1409158.0,692673.0,716485.0,119360.0,58557.0,60803.0,19698.0,9850.0,9848.0,192172.0,7.0,215.0,331.0,232.0,167.0,167.0,103.0,104.0,65.0,61.0,6.0,14.0,3.0,3.0,1.0,2.0,1.0,3.0,4.0,1.0,18.0,10.0,10.0,2.0,3.0,18.0,6.0,1.0
32.0,KERALA,598.0,Alappuzha,248616.0,979643.0,464713.0,514930.0,111931.0,53941.0,57990.0,2961.0,1440.0,1521.0,81165.0,1.0,109.0,186.0,151.0,96.0,83.0,54.0,56.0,28.0,35.0,4.0,5.0,1.0,4.0,0.0,1.0,0.0,7.0,1.0,0.0,12.0,6.0,1.0,2.0,2.0,4.0,4.0,1.0
32.0,KERALA,599.0,Pathanamthitta,287615.0,1065799.0,499820.0,565979.0,151844.0,72784.0,79060.0,7663.0,3732.0,3931.0,264950.0,3.0,156.0,319.0,244.0,151.0,127.0,91.0,83.0,52.0,40.0,5.0,7.0,3.0,5.0,0.0,2.0,2.0,7.0,5.0,2.0,20.0,12.0,6.0,9.0,3.0,9.0,2.0,6.0
32.0,KERALA,600.0,Kollam,376679.0,1448217.0,680687.0,767530.0,208474.0,99761.0,108713.0,7886.0,3821.0,4065.0,206854.0,2.0,190.0,285.0,212.0,133.0,139.0,77.0,78.0,51.0,54.0,4.0,7.0,1.0,9.0,0.0,2.0,0.0,1.0,1.0,0.0,17.0,15.0,5.0,2.0,1.0,4.0,11.0,8.0
32.0,KERALA,601.0,Thiruvananthapuram,390963.0,1529831.0,724864.0,804967.0,179917.0,85280.0,94637.0,20022.0,9359.0,10663.0,160845.0,12.0,158.0,301.0,160.0,169.0,90.0,79.0,43.0,51.0,17.0,4.0,11.0,0.0,12.0,0.0,3.0,2.0,5.0,2.0,2.0,10.0,9.0,2.0,2.0,5.0,9.0,2.0,3.0
33.0,Tamil Nadu ,602.0,Thiruvallur,331697.0,1299709.0,650462.0,649247.0,451999.0,225349.0,226650.0,35044.0,17521.0,17523.0,290785.6057021519,1049.0,134.0,922.0,121.0,330.0,65.0,119.0,45.0,39.0,18.0,1.0,11.0,2.0,22.0,0.0,2.0,0.0,5.0,0.0,8.0,4.0,8.0,642.0,9.0,1.0,2.0,2.0,4.0
33.0,Tamil Nadu ,604.0,Kancheepuram,361365.0,1459916.0,734979.0,724937.0,550997.0,275720.0,275277.0,27057.0,13486.0,13571.0,380038.1339032853,1389.0,149.0,992.0,183.0,416.0,79.0,141.0,57.0,55.0,25.0,0.0,11.0,0.0,49.0,0.0,6.0,0.0,26.0,1.0,15.0,0.0,11.0,754.0,0.0,1.0,6.0,0.0,3.0
33.0,Tamil Nadu ,605.0,Vellore,536706.0,2234344.0,1117101.0,1117243.0,547724.0,271717.0,276007.0,65015.0,32675.0,32340.0,588227.8608875507,1654.0,262.0,1663.0,256.0,661.0,66.0,227.0,46.0,93.0,20.0,0.0,13.0,1.0,16.0,1.0,0.0,0.0,6.0,1.0,18.0,2.0,12.0,755.0,0.0,1.0,2.0,0.0,4.0
33.0,Tamil Nadu ,606.0,Tiruvannamalai,472689.0,1969930.0,989726.0,980204.0,493925.0,247457.0,246468.0,86775.0,43864.0,42911.0,538216.4849068696,1474.0,182.0,1576.0,154.0,656.0,78.0,246.0,53.0,100.0,20.0,4.0,13.0,1.0,11.0,0.0,0.0,0.0,4.0,3.0,11.0,0.0,10.0,989.0,0.0,3.0,12.0,0.0,0.0
33.0,Tamil Nadu ,607.0,Viluppuram,678847.0,2939785.0,1481475.0,1458310.0,924896.0,465644.0,459252.0,71370.0,35789.0,35581.0,703761.6927980848,2064.0,250.0,1773.0,280.0,758.0,118.0,260.0,73.0,128.0,33.0,1.0,21.0,2.0,14.0,1.0,0.0,0.0,7.0,0.0,7.0,5.0,29.0,1178.0,6.0,1.0,3.0,2.0,2.0
33.0,Tamil Nadu ,608.0,Salem,452023.0,1707934.0,883274.0,824660.0,318693.0,162603.0,156090.0,110233.0,55806.0,54427.0,449303.16,1027.0,143.0,995.0,110.0,424.0,68.0,149.0,57.0,70.0,35.0,3.0,15.0,0.0,19.0,1.0,1.0,1.0,6.0,0.0,19.0,10.0,9.0,691.0,2.0,3.0,2.0,0.0,4.0
33.0,Tamil Nadu ,609.0,Namakkal   ,283248.0,1030476.0,520684.0,509792.0,244098.0,122948.0,121150.0,55326.0,28491.0,26835.0,310515.62999999954,708.0,82.0,575.0,62.0,221.0,55.0,100.0,50.0,61.0,29.0,4.0,13.0,0.0,20.0,0.0,0.0,0.0,3.0,0.0,14.0,1.0,8.0,391.0,0.0,0.0,0.0,1.0,3.0
33.0,Tamil Nadu ,610.0,Erode,323502.0,1093768.0,552393.0,541375.0,215316.0,107703.0,107613.0,20025.0,10068.0,9957.0,497026.98999999993,1032.0,56.0,764.0,68.0,295.0,48.0,78.0,45.0,44.0,29.0,0.0,6.0,0.0,9.0,0.0,0.0,2.0,6.0,0.0,11.0,1.0,8.0,259.0,0.0,2.0,0.0,2.0,2.0
33.0,Tamil Nadu ,611.0,The Nilgiris,83021.0,299739.0,145909.0,153830.0,86753.0,42691.0,44062.0,22752.0,11167.0,11585.0,177646.19999999995,150.0,65.0,199.0,33.0,111.0,21.0,54.0,17.0,30.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,37.0,0.0,0.0,0.0,0.0,0.0
33.0,Tamil Nadu ,612.0,Dindigul,354179.0,1351735.0,684932.0,679280.0,315224.0,157550.0,157674.0,4521.0,2294.0,2227.0,477357.5500000002,1114.0,105.0,929.0,124.0,283.0,66.0,103.0,55.0,51.0,40.0,3.0,10.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,4.0,0.0,2.0,89.0,80.0,1.0,2.0,0.0,0.0
33.0,Tamil Nadu ,613.0,Karur ,168396.0,629976.0,312628.0,317348.0,152799.0,75149.0,77650.0,191.0,101.0,90.0,257804.68304449343,565.0,39.0,660.0,45.0,215.0,43.0,69.0,37.0,37.0,17.0,1.0,6.0,0.0,4.0,0.0,0.0,1.0,2.0,1.0,3.0,2.0,4.0,617.0,4.0,0.0,2.0,0.0,2.0
33.0,Tamil Nadu ,614.0,Tiruchirappalli,357244.0,1384257.0,688552.0,695705.0,287702.0,141797.0,145905.0,13784.0,7171.0,6613.0,402251.5600000002,1011.0,177.0,924.0,259.0,351.0,108.0,115.0,62.0,59.0,38.0,2.0,4.0,2.0,20.0,0.0,1.0,1.0,4.0,1.0,15.0,0.0,15.0,299.0,1.0,0.0,3.0,1.0,1.0
33.0,Tamil Nadu ,615.0,Perambalur  ,123945.0,468060.0,233926.0,234134.0,150504.0,75254.0,75250.0,2156.0,1086.0,1070.0,167850.72000000006,335.0,47.0,242.0,73.0,137.0,37.0,52.0,21.0,28.0,9.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,3.0,2.0,1.0,135.0,0.0,0.0,0.0,0.0,0.0
33.0,Tamil Nadu ,616.0,Ariyalur  ,175903.0,671100.0,333253.0,337847.0,163770.0,81857.0,81913.0,9946.0,4897.0,5049.0,187463.76,570.0,73.0,461.0,77.0,214.0,30.0,93.0,20.0,36.0,5.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,517.0,22.0,1.0,2.0,0.0,0.0
