state_code,state_name,district_code,district_name,total_households,total_population,total_population_male,total_population_female,total_population_sc,total_population_male_sc,total_population_female_sc,total_population_st,total_population_male_st,total_population_female_st,area_km,govt_primary_school,pvt_primary_school,govt_middle_school,pvt_middle_school,govt_secondary_school,pvt_secondary_school,govt_senior_secondary_school,pvt_senior_secondary_school,govt_art_degree_college,pvt_art_degree_college,govt_science_college,pvt_science_college,govt_commerce_college,pvt_commerce_college,govt_art_science_degree_college,pvt_art_science_degree_college,govt_art_commerce_degree_college,pvt_art_commerce_degree_college,govt_art_science_commerce_degree_college,pvt_art_science_commerce_degree_college,govt_law_degree_college,pvt_law_degree_college,govt_university,pvt_university,govt_other_degree_college,pvt_other_degree_college,govt_medical_college,pvt_medical_college,govt_engineering_college,pvt_engineering_college,govt_management_college,pvt_management_college,govt_polytechnic_college,pvt_polytechnic_college,govt_disabled_school,pvt_disabled_school
33,tamil nadu,617,cuddalore,212105.0,885189,442836.0,442353.0,154022.0,76934.0,77088.0,5779.0,2969.0,2810.0,459.32,165.0,178.0,89.0,93.0,54.0,77.0,38.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,1.0,5.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,4.0,3.0,5.0,2.0,7.0
33,tamil nadu,618,nagapattinam,90487.0,364624,178758.0,185866.0,50531.0,24427.0,26104.0,1546.0,757.0,789.0,187.76,78.0,83.0,50.0,71.0,32.0,58.0,20.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,7.0,0.0,3.0
33,tamil nadu,619,thiruvarur,65220.0,257795,126739.0,131056.0,42187.0,20829.0,21358.0,2095.0,1005.0,1090.0,102.59999999999998,60.0,75.0,32.0,46.0,21.0,28.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,3.0
33,tamil nadu,620,thanjavur,214161.0,851359,417239.0,434120.0,83668.0,41323.0,42345.0,2221.0,1074.0,1147.0,366.45999999999987,153.0,308.0,83.0,151.0,44.0,106.0,36.0,90.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,8.0,4.0,3.0,8.0,13.0,0.0,1.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,5.0,1.0,8.0,0.0,6.0,3.0,0.0
33,tamil nadu,621,pudukkottai,77394.0,316354,157683.0,158671.0,38273.0,19244.0,19029.0,448.0,231.0,217.0,168.92999999999995,77.0,62.0,63.0,31.0,39.0,28.0,28.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,2.0,0.0
33,tamil nadu,622,sivaganga,104425.0,412845,206462.0,206383.0,42917.0,21371.0,21546.0,299.0,158.0,141.0,176.66000000000003,123.0,80.0,81.0,39.0,80.0,38.0,43.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,4.0,3.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,3.0,1.0,0.0,4.0,4.0
33,tamil nadu,623,madurai,479851.0,1846801,925228.0,921573.0,151124.0,75583.0,75541.0,6230.0,3135.0,3095.0,317.45,261.0,424.0,223.0,182.0,126.0,174.0,92.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,10.0,8.0,17.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,9.0,15.0,3.0,7.0,5.0,8.0,6.0,15.0
33,tamil nadu,624,theni,181393.0,670481,334803.0,335678.0,114611.0,57301.0,57310.0,458.0,240.0,218.0,297.31,190.0,103.0,114.0,72.0,54.0,33.0,40.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,1.0,2.0
33,tamil nadu,625,virudhunagar,272746.0,980226,487349.0,492877.0,136625.0,67418.0,69207.0,1216.0,641.0,575.0,446.6999999999999,120.0,244.0,74.0,122.0,44.0,80.0,27.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,8.0,1.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,1.0,7.0,2.0,4.0
33,tamil nadu,626,ramanathapuram,95141.0,410699,208150.0,202549.0,43680.0,22061.0,21619.0,604.0,315.0,289.0,191.015,58.0,53.0,26.0,29.0,21.0,33.0,19.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,3.0
